instance_id,n_nodes,original_edges,kept_edges,tour_edges,tour_edges_kept,recall,success,sparsity
0,245,1341,677,230.0,217.0,0.9434782608695652,False,0.5048471290082028
1,92,524,258,90.0,86.0,0.9555555555555556,False,0.49236641221374045
2,171,943,475,162.0,158.0,0.9753086419753086,False,0.503711558854719
3,346,1977,966,332.0,314.0,0.9457831325301205,False,0.48861911987860396
4,5,10,10,5.0,5.0,1.0,True,1.0
5,385,2161,1067,367.0,354.0,0.9645776566757494,False,0.4937528921795465
6,318,1792,889,304.0,292.0,0.9605263157894737,False,0.49609375
7,366,2028,1011,348.0,335.0,0.9626436781609196,False,0.4985207100591716
8,153,835,421,144.0,136.0,0.9444444444444444,False,0.5041916167664671
9,313,1773,870,298.0,284.0,0.9530201342281879,False,0.4906937394247039
10,7,21,20,7.0,6.0,0.8571428571428571,False,0.9523809523809523
11,451,2517,1240,429.0,408.0,0.951048951048951,False,0.49264998013508143
12,58,325,159,56.0,55.0,0.9821428571428571,False,0.48923076923076925
13,463,2550,1272,438.0,423.0,0.9657534246575342,False,0.4988235294117647
14,61,346,166,58.0,57.0,0.9827586206896551,False,0.4797687861271676
15,326,1840,916,312.0,300.0,0.9615384615384616,False,0.49782608695652175
16,71,400,195,68.0,67.0,0.9852941176470589,False,0.4875
17,144,797,402,136.0,133.0,0.9779411764705882,False,0.5043914680050188
18,449,2499,1246,428.0,410.0,0.9579439252336449,False,0.49859943977591037
19,245,1344,677,236.0,228.0,0.9661016949152542,False,0.5037202380952381
20,15,87,41,14.0,14.0,1.0,True,0.47126436781609193
21,16,95,45,16.0,14.0,0.875,False,0.47368421052631576
22,235,1271,648,223.0,213.0,0.9551569506726457,False,0.5098347757671126
23,425,2369,1175,400.0,389.0,0.9725,False,0.49598986914309834
24,460,2552,1271,442.0,424.0,0.9592760180995475,False,0.4980407523510972
25,67,385,185,64.0,58.0,0.90625,False,0.4805194805194805
26,70,392,200,68.0,66.0,0.9705882352941176,False,0.5102040816326531
27,115,644,317,110.0,104.0,0.9454545454545454,False,0.4922360248447205
28,70,395,198,69.0,63.0,0.9130434782608695,False,0.5012658227848101
29,402,2247,1111,377.0,367.0,0.9734748010610079,False,0.49443702714730753
30,482,2667,1324,458.0,440.0,0.9606986899563319,False,0.49643794525684287
31,29,173,83,29.0,28.0,0.9655172413793104,False,0.4797687861271676
32,33,191,90,32.0,32.0,1.0,True,0.4712041884816754
33,70,394,198,66.0,60.0,0.9090909090909091,False,0.5025380710659898
34,524,2877,1451,501.0,479.0,0.9560878243512974,False,0.5043448036148767
35,4,6,6,4.0,4.0,1.0,True,1.0
36,178,980,492,170.0,165.0,0.9705882352941176,False,0.5020408163265306
37,530,2898,1471,497.0,481.0,0.9678068410462777,False,0.5075914423740511
38,42,242,118,40.0,39.0,0.975,False,0.48760330578512395
39,60,340,170,58.0,56.0,0.9655172413793104,False,0.5
40,248,1345,685,236.0,228.0,0.9661016949152542,False,0.5092936802973977
41,157,862,434,150.0,145.0,0.9666666666666667,False,0.5034802784222738
42,44,258,124,43.0,42.0,0.9767441860465116,False,0.4806201550387597
43,60,349,168,56.0,56.0,1.0,True,0.4813753581661891
44,98,548,274,98.0,90.0,0.9183673469387755,False,0.5
45,90,511,252,86.0,82.0,0.9534883720930233,False,0.4931506849315068
46,48,279,136,45.0,43.0,0.9555555555555556,False,0.4874551971326165
47,226,1255,631,218.0,210.0,0.963302752293578,False,0.502788844621514
48,365,2042,1003,343.0,321.0,0.9358600583090378,False,0.4911851126346719
49,534,2914,1451,503.0,493.0,0.9801192842942346,False,0.49794097460535347
50,47,273,128,43.0,42.0,0.9767441860465116,False,0.46886446886446886
51,77,430,215,70.0,69.0,0.9857142857142858,False,0.5
52,83,469,232,78.0,71.0,0.9102564102564102,False,0.4946695095948827
53,47,276,134,45.0,44.0,0.9777777777777777,False,0.4855072463768116
54,10,45,29,10.0,9.0,0.9,False,0.6444444444444445
55,495,2730,1363,473.0,454.0,0.959830866807611,False,0.49926739926739927
56,435,2421,1205,413.0,399.0,0.9661016949152542,False,0.49772821148285834
57,43,251,123,41.0,39.0,0.9512195121951219,False,0.4900398406374502
58,74,416,206,70.0,66.0,0.9428571428571428,False,0.4951923076923077
59,55,313,156,53.0,53.0,1.0,True,0.4984025559105431
60,192,1060,530,181.0,169.0,0.9337016574585635,False,0.5
61,186,1019,512,179.0,171.0,0.9553072625698324,False,0.5024533856722276
62,22,130,62,21.0,19.0,0.9047619047619048,False,0.47692307692307695
63,55,311,158,53.0,49.0,0.9245283018867925,False,0.5080385852090032
64,52,300,144,49.0,47.0,0.9591836734693877,False,0.48
65,169,919,466,160.0,156.0,0.975,False,0.5070729053318824
66,209,1150,591,200.0,190.0,0.95,False,0.5139130434782608
67,199,1108,553,184.0,179.0,0.9728260869565217,False,0.4990974729241877
68,415,2335,1148,397.0,385.0,0.9697732997481109,False,0.4916488222698073
69,244,1331,681,230.0,218.0,0.9478260869565217,False,0.5116453794139745
70,184,1012,509,173.0,164.0,0.9479768786127167,False,0.5029644268774703
71,14,80,38,14.0,13.0,0.9285714285714286,False,0.475
72,65,373,181,62.0,57.0,0.9193548387096774,False,0.48525469168900803
73,354,1982,982,334.0,318.0,0.9520958083832335,False,0.4954591321897074
74,283,1538,779,268.0,257.0,0.9589552238805971,False,0.5065019505851756
75,116,638,317,110.0,106.0,0.9636363636363636,False,0.49686520376175547
76,545,3010,1494,524.0,505.0,0.9637404580152672,False,0.4963455149501661
77,334,1886,926,320.0,309.0,0.965625,False,0.4909862142099682
78,347,1962,972,329.0,321.0,0.9756838905775076,False,0.4954128440366973
79,513,2814,1415,485.0,469.0,0.9670103092783505,False,0.5028429282160626
80,491,2721,1359,465.0,453.0,0.9741935483870968,False,0.4994487320837927
81,303,1718,842,290.0,280.0,0.9655172413793104,False,0.490104772991851
82,506,2788,1406,476.0,458.0,0.9621848739495799,False,0.5043041606886657
83,432,2404,1197,410.0,391.0,0.9536585365853658,False,0.49792013311148087
84,398,2238,1096,374.0,361.0,0.9652406417112299,False,0.4897229669347632
85,13,72,39,13.0,12.0,0.9230769230769231,False,0.5416666666666666
86,362,2027,1008,339.0,326.0,0.9616519174041298,False,0.4972866304884065
87,521,2867,1443,491.0,474.0,0.9653767820773931,False,0.5033135681897454
88,381,2121,1057,360.0,348.0,0.9666666666666667,False,0.49834983498349833
89,198,1081,551,185.0,182.0,0.9837837837837838,False,0.509713228492137
90,17,90,48,16.0,16.0,1.0,True,0.5333333333333333
91,29,166,83,27.0,26.0,0.9629629629629629,False,0.5
92,105,589,291,100.0,96.0,0.96,False,0.4940577249575552
93,454,2530,1255,431.0,409.0,0.9489559164733179,False,0.49604743083003955
94,355,1980,980,335.0,325.0,0.9701492537313433,False,0.494949494949495
95,294,1611,809,278.0,264.0,0.9496402877697842,False,0.5021725636250776
96,44,254,124,42.0,39.0,0.9285714285714286,False,0.4881889763779528
97,351,1978,975,335.0,324.0,0.9671641791044776,False,0.4929221435793731
98,369,2083,1024,349.0,327.0,0.9369627507163324,False,0.49159865578492556
99,373,2081,1042,353.0,339.0,0.9603399433427762,False,0.5007208073041807
100,5,10,10,5.0,5.0,1.0,True,1.0
101,231,1264,647,220.0,215.0,0.9772727272727273,False,0.5118670886075949
102,176,959,492,169.0,159.0,0.9408284023668639,False,0.5130344108446299
103,399,2229,1099,382.0,370.0,0.9685863874345549,False,0.4930462090623598
104,6,15,15,6.0,6.0,1.0,True,1.0
105,84,471,229,81.0,79.0,0.9753086419753086,False,0.4861995753715499
106,85,474,229,80.0,77.0,0.9625,False,0.4831223628691983
107,47,270,138,47.0,45.0,0.9574468085106383,False,0.5111111111111111
108,53,300,150,52.0,49.0,0.9423076923076923,False,0.5
109,431,2401,1208,414.0,403.0,0.9734299516908212,False,0.5031236984589754
110,258,1409,720,245.0,236.0,0.963265306122449,False,0.511000709723208
111,292,1593,803,272.0,263.0,0.9669117647058824,False,0.5040803515379787
112,342,1918,942,325.0,317.0,0.9753846153846154,False,0.49113660062565173
113,63,355,177,59.0,55.0,0.9322033898305084,False,0.49859154929577465
114,300,1634,832,283.0,274.0,0.9681978798586572,False,0.5091799265605875
115,385,2128,1060,367.0,354.0,0.9645776566757494,False,0.4981203007518797
116,188,1036,521,175.0,172.0,0.9828571428571429,False,0.502895752895753
117,42,239,117,42.0,38.0,0.9047619047619048,False,0.4895397489539749
118,45,263,130,43.0,40.0,0.9302325581395349,False,0.49429657794676807
119,481,2673,1328,456.0,440.0,0.9649122807017544,False,0.49682005237560795
120,444,2451,1211,418.0,397.0,0.9497607655502392,False,0.4940840473276214
121,493,2729,1364,470.0,448.0,0.9531914893617022,False,0.4998167827042873
122,86,485,240,81.0,78.0,0.9629629629629629,False,0.4948453608247423
123,273,1488,751,262.0,248.0,0.9465648854961832,False,0.5047043010752689
124,163,913,454,156.0,152.0,0.9743589743589743,False,0.49726177437020813
125,284,1555,790,266.0,258.0,0.9699248120300752,False,0.5080385852090032
126,36,206,101,35.0,33.0,0.9428571428571428,False,0.49029126213592233
127,11,55,32,11.0,10.0,0.9090909090909091,False,0.5818181818181818
128,52,294,147,51.0,50.0,0.9803921568627451,False,0.5
129,196,1079,544,184.0,178.0,0.967391304347826,False,0.5041705282669138
130,3,3,3,3.0,3.0,1.0,True,1.0
131,519,2836,1420,494.0,479.0,0.9696356275303644,False,0.5007052186177715
132,249,1354,693,237.0,227.0,0.9578059071729957,False,0.5118168389955687
133,353,2002,975,335.0,321.0,0.9582089552238806,False,0.487012987012987
134,477,2618,1325,457.0,442.0,0.9671772428884027,False,0.5061115355233002
135,285,1547,790,272.0,257.0,0.9448529411764706,False,0.5106658047834518
136,517,2847,1425,494.0,482.0,0.9757085020242915,False,0.5005268703898841
137,11,55,33,11.0,10.0,0.9090909090909091,False,0.6
138,266,1476,739,254.0,242.0,0.952755905511811,False,0.5006775067750677
139,87,482,244,84.0,80.0,0.9523809523809523,False,0.5062240663900415
140,448,2503,1234,430.0,414.0,0.9627906976744186,False,0.4930083899320815
141,68,379,191,64.0,64.0,1.0,True,0.503957783641161
142,301,1684,835,285.0,274.0,0.9614035087719298,False,0.49584323040380046
143,255,1401,708,243.0,232.0,0.9547325102880658,False,0.5053533190578159
144,499,2774,1382,477.0,462.0,0.9685534591194969,False,0.498197548666186
145,78,447,221,75.0,74.0,0.9866666666666667,False,0.49440715883668906
146,334,1907,930,316.0,305.0,0.9651898734177216,False,0.4876769795490299
147,53,303,145,50.0,47.0,0.94,False,0.47854785478547857
148,528,2880,1464,503.0,482.0,0.9582504970178927,False,0.5083333333333333
149,476,2638,1316,458.0,430.0,0.9388646288209607,False,0.4988627748294162
150,189,1042,529,181.0,171.0,0.9447513812154696,False,0.5076775431861804
151,450,2496,1250,430.0,413.0,0.9604651162790697,False,0.500801282051282
152,157,865,441,150.0,144.0,0.96,False,0.5098265895953757
153,49,285,141,47.0,44.0,0.9361702127659575,False,0.49473684210526314
154,13,73,37,13.0,13.0,1.0,True,0.5068493150684932
155,100,570,279,99.0,96.0,0.9696969696969697,False,0.48947368421052634
156,216,1197,599,205.0,196.0,0.9560975609756097,False,0.5004177109440268
157,99,551,276,95.0,88.0,0.9263157894736842,False,0.5009074410163339
158,62,352,174,59.0,55.0,0.9322033898305084,False,0.4943181818181818
159,363,2027,1003,345.0,329.0,0.9536231884057971,False,0.49481993093241244
160,478,2639,1322,453.0,442.0,0.9757174392935982,False,0.5009473285335354
161,70,386,196,68.0,66.0,0.9705882352941176,False,0.5077720207253886
162,18,104,50,18.0,17.0,0.9444444444444444,False,0.4807692307692308
163,88,496,244,84.0,77.0,0.9166666666666666,False,0.49193548387096775
164,467,2572,1282,444.0,429.0,0.9662162162162162,False,0.4984447900466563
165,434,2424,1205,410.0,395.0,0.9634146341463414,False,0.4971122112211221
166,62,362,168,60.0,57.0,0.95,False,0.46408839779005523
167,162,904,450,152.0,145.0,0.9539473684210527,False,0.497787610619469
168,473,2608,1310,453.0,437.0,0.9646799116997793,False,0.5023006134969326
169,57,330,158,53.0,51.0,0.9622641509433962,False,0.47878787878787876
170,87,488,237,83.0,80.0,0.963855421686747,False,0.48565573770491804
171,532,2925,1470,504.0,488.0,0.9682539682539683,False,0.5025641025641026
172,550,3029,1527,523.0,506.0,0.9674952198852772,False,0.5041267745130406
173,176,978,484,167.0,158.0,0.9461077844311377,False,0.4948875255623722
174,108,604,297,102.0,97.0,0.9509803921568627,False,0.4917218543046358
175,379,2130,1040,365.0,352.0,0.9643835616438357,False,0.48826291079812206
176,120,663,329,114.0,110.0,0.9649122807017544,False,0.4962292609351433
177,546,2992,1507,519.0,492.0,0.9479768786127167,False,0.5036764705882353
178,136,748,378,130.0,124.0,0.9538461538461539,False,0.5053475935828877
179,32,183,93,32.0,28.0,0.875,False,0.5081967213114754
180,39,225,108,37.0,34.0,0.918918918918919,False,0.48
181,488,2693,1349,459.0,445.0,0.9694989106753813,False,0.5009283327144448
182,360,2024,1005,343.0,322.0,0.9387755102040817,False,0.4965415019762846
183,219,1195,605,206.0,196.0,0.9514563106796117,False,0.5062761506276151
184,281,1523,779,270.0,258.0,0.9555555555555556,False,0.5114904793171372
185,373,2093,1044,358.0,345.0,0.9636871508379888,False,0.49880554228380314
186,411,2292,1130,392.0,378.0,0.9642857142857143,False,0.4930191972076789
187,206,1119,565,194.0,187.0,0.9639175257731959,False,0.5049151027703307
188,4,6,6,4.0,4.0,1.0,True,1.0
189,273,1491,745,258.0,247.0,0.9573643410852714,False,0.49966465459423204
190,17,99,48,17.0,15.0,0.8823529411764706,False,0.48484848484848486
191,213,1165,583,206.0,200.0,0.970873786407767,False,0.5004291845493563
192,410,2275,1127,390.0,374.0,0.958974358974359,False,0.49538461538461537
193,43,252,122,40.0,39.0,0.975,False,0.48412698412698413
194,95,542,261,89.0,86.0,0.9662921348314607,False,0.48154981549815495
195,187,1036,519,176.0,165.0,0.9375,False,0.500965250965251
196,17,97,49,16.0,16.0,1.0,True,0.5051546391752577
197,304,1725,850,292.0,279.0,0.9554794520547946,False,0.4927536231884058
198,3,3,3,3.0,3.0,1.0,True,1.0
199,71,398,196,68.0,66.0,0.9705882352941176,False,0.49246231155778897
200,277,1514,769,267.0,259.0,0.9700374531835206,False,0.5079260237780714
201,167,920,467,159.0,156.0,0.9811320754716981,False,0.5076086956521739
202,160,888,448,151.0,145.0,0.9602649006622517,False,0.5045045045045045
203,98,555,277,93.0,85.0,0.9139784946236559,False,0.4990990990990991
204,364,2038,1014,344.0,331.0,0.9622093023255814,False,0.4975466143277723
205,299,1630,832,285.0,275.0,0.9649122807017544,False,0.5104294478527608
206,432,2411,1197,409.0,394.0,0.9633251833740831,False,0.49647449191206966
207,123,675,346,116.0,112.0,0.9655172413793104,False,0.5125925925925926
208,358,2012,985,341.0,327.0,0.9589442815249267,False,0.48956262425447317
209,446,2484,1234,425.0,413.0,0.971764705882353,False,0.4967793880837359
210,242,1311,667,232.0,225.0,0.9698275862068966,False,0.5087719298245614
211,68,392,191,67.0,64.0,0.9552238805970149,False,0.4872448979591837
212,312,1760,866,300.0,290.0,0.9666666666666667,False,0.49204545454545456
213,25,146,70,24.0,24.0,1.0,True,0.4794520547945205
214,119,673,330,113.0,108.0,0.9557522123893806,False,0.4903417533432392
215,50,283,138,48.0,45.0,0.9375,False,0.4876325088339223
216,148,822,404,141.0,135.0,0.9574468085106383,False,0.49148418491484186
217,247,1353,691,235.0,224.0,0.9531914893617022,False,0.5107169253510717
218,292,1596,804,276.0,267.0,0.967391304347826,False,0.5037593984962406
219,296,1607,826,283.0,265.0,0.9363957597173145,False,0.5140012445550716
220,85,484,234,81.0,79.0,0.9753086419753086,False,0.4834710743801653
221,497,2729,1384,473.0,454.0,0.959830866807611,False,0.5071454745327959
222,124,692,344,118.0,114.0,0.9661016949152542,False,0.49710982658959535
223,353,1964,980,332.0,326.0,0.9819277108433735,False,0.4989816700610998
224,434,2404,1192,416.0,406.0,0.9759615384615384,False,0.49584026622296173
225,147,824,409,143.0,136.0,0.951048951048951,False,0.4963592233009709
226,80,452,218,76.0,71.0,0.9342105263157895,False,0.4823008849557522
227,491,2712,1355,466.0,457.0,0.98068669527897,False,0.4996312684365782
228,516,2818,1418,490.0,480.0,0.9795918367346939,False,0.5031937544357701
229,11,55,30,11.0,11.0,1.0,True,0.5454545454545454
230,190,1040,533,180.0,174.0,0.9666666666666667,False,0.5125
231,80,455,228,77.0,73.0,0.948051948051948,False,0.5010989010989011
232,259,1417,724,244.0,234.0,0.9590163934426229,False,0.510938602681722
233,376,2098,1035,357.0,348.0,0.9747899159663865,False,0.49332697807435655
234,31,178,87,30.0,29.0,0.9666666666666667,False,0.4887640449438202
235,378,2123,1056,362.0,349.0,0.9640883977900553,False,0.49740932642487046
236,58,324,159,55.0,54.0,0.9818181818181818,False,0.49074074074074076
237,78,440,216,76.0,73.0,0.9605263157894737,False,0.4909090909090909
238,257,1400,712,245.0,238.0,0.9714285714285714,False,0.5085714285714286
239,38,222,109,37.0,36.0,0.972972972972973,False,0.49099099099099097
240,503,2783,1379,479.0,459.0,0.9582463465553236,False,0.4955084441250449
241,94,518,255,90.0,86.0,0.9555555555555556,False,0.4922779922779923
242,146,810,402,139.0,133.0,0.9568345323741008,False,0.4962962962962963
243,291,1594,805,277.0,265.0,0.9566787003610109,False,0.5050188205771644
244,85,474,235,82.0,79.0,0.9634146341463414,False,0.4957805907172996
245,325,1838,902,307.0,295.0,0.9609120521172638,False,0.49075081610446136
246,269,1478,754,253.0,243.0,0.9604743083003953,False,0.510148849797023
247,179,972,493,172.0,167.0,0.9709302325581395,False,0.507201646090535
248,315,1781,861,300.0,290.0,0.9666666666666667,False,0.48343627175743964
249,16,91,44,16.0,14.0,0.875,False,0.4835164835164835
250,300,1646,823,287.0,269.0,0.9372822299651568,False,0.5
251,464,2574,1277,439.0,424.0,0.9658314350797267,False,0.4961149961149961
252,201,1099,555,192.0,186.0,0.96875,False,0.5050045495905369
253,72,405,199,69.0,67.0,0.9710144927536232,False,0.49135802469135803
254,240,1327,656,227.0,215.0,0.947136563876652,False,0.49434815373021856
255,466,2579,1279,445.0,428.0,0.9617977528089887,False,0.49592865451725476
256,166,923,453,158.0,152.0,0.9620253164556962,False,0.49079089924160346
257,77,428,214,75.0,68.0,0.9066666666666666,False,0.5
258,37,213,108,36.0,36.0,1.0,True,0.5070422535211268
259,77,418,214,74.0,72.0,0.972972972972973,False,0.5119617224880383
260,493,2733,1366,463.0,442.0,0.9546436285097192,False,0.49981705085986095
261,28,161,86,28.0,24.0,0.8571428571428571,False,0.5341614906832298
262,83,473,232,80.0,77.0,0.9625,False,0.4904862579281184
263,102,586,278,96.0,95.0,0.9895833333333334,False,0.47440273037542663
264,42,245,116,39.0,38.0,0.9743589743589743,False,0.47346938775510206
265,333,1882,926,318.0,302.0,0.949685534591195,False,0.4920297555791711
266,64,364,185,61.0,59.0,0.9672131147540983,False,0.5082417582417582
267,58,331,161,56.0,49.0,0.875,False,0.486404833836858
268,352,1978,974,336.0,323.0,0.9613095238095238,False,0.4924165824064712
269,158,873,442,153.0,146.0,0.954248366013072,False,0.5063001145475372
270,132,730,370,128.0,118.0,0.921875,False,0.5068493150684932
271,394,2191,1095,369.0,355.0,0.962059620596206,False,0.49977179370150615
272,8,28,21,8.0,8.0,1.0,True,0.75
273,455,2532,1255,432.0,409.0,0.9467592592592593,False,0.49565560821484994
274,140,767,392,136.0,129.0,0.9485294117647058,False,0.5110821382007823
275,174,965,488,166.0,160.0,0.963855421686747,False,0.505699481865285
276,406,2266,1126,387.0,371.0,0.958656330749354,False,0.4969108561341571
277,210,1134,587,201.0,198.0,0.9850746268656716,False,0.517636684303351
278,332,1876,924,316.0,304.0,0.9620253164556962,False,0.4925373134328358
279,53,297,145,51.0,49.0,0.9607843137254902,False,0.4882154882154882
280,59,336,168,56.0,55.0,0.9821428571428571,False,0.5
281,478,2641,1309,454.0,438.0,0.9647577092511013,False,0.49564558879212417
282,48,275,135,45.0,43.0,0.9555555555555556,False,0.4909090909090909
283,50,289,141,49.0,46.0,0.9387755102040817,False,0.48788927335640137
284,43,256,124,42.0,41.0,0.9761904761904762,False,0.484375
285,526,2899,1450,498.0,486.0,0.9759036144578314,False,0.5001724732666437
286,107,597,293,102.0,97.0,0.9509803921568627,False,0.490787269681742
287,97,544,268,90.0,89.0,0.9888888888888889,False,0.49264705882352944
288,518,2852,1424,488.0,470.0,0.9631147540983607,False,0.4992987377279102
289,32,184,93,32.0,30.0,0.9375,False,0.5054347826086957
290,97,540,272,91.0,88.0,0.967032967032967,False,0.5037037037037037
291,415,2324,1156,393.0,378.0,0.9618320610687023,False,0.4974182444061962
292,98,537,272,92.0,85.0,0.9239130434782609,False,0.5065176908752328
293,513,2822,1422,485.0,462.0,0.9525773195876288,False,0.5038979447200567
294,466,2590,1289,445.0,427.0,0.9595505617977528,False,0.4976833976833977
295,455,2530,1253,439.0,424.0,0.9658314350797267,False,0.49525691699604746
296,26,149,75,26.0,24.0,0.9230769230769231,False,0.5033557046979866
297,33,194,91,33.0,29.0,0.8787878787878788,False,0.4690721649484536
298,471,2623,1301,453.0,435.0,0.9602649006622517,False,0.4959969500571864
299,66,373,189,64.0,61.0,0.953125,False,0.5067024128686327
300,67,381,188,64.0,62.0,0.96875,False,0.49343832020997375
301,531,2920,1459,509.0,488.0,0.9587426326129665,False,0.49965753424657533
302,386,2164,1062,369.0,355.0,0.962059620596206,False,0.4907578558225508
303,39,223,109,39.0,36.0,0.9230769230769231,False,0.48878923766816146
304,420,2343,1170,395.0,381.0,0.9645569620253165,False,0.499359795134443
